,Day,yyyy_mm_dd,facility_county,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,mem_cnt,covid19_related_mem_cnt
1048,01-08,2020-01-08,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,6,0.0
1049,01-14,2020-01-14,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,1,0.0
1050,01-16,2020-01-16,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,16,7.0
1051,01-21,2020-01-21,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,2,0.0
1052,01-27,2020-01-27,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,2,1.0
1053,02-03,2020-02-03,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,1,0.0
1054,02-23,2020-02-23,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,10,3.0
1055,03-04,2020-03-04,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,1.0
1056,03-05,2020-03-05,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,5,2.0
1057,03-10,2020-03-10,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,7,0.0
1058,03-11,2020-03-11,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,17,11.0
1059,03-13,2020-03-13,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,4,2.0
1060,03-14,2020-03-14,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,5,0.0
1061,03-18,2020-03-18,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,9,7.0
1062,03-22,2020-03-22,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,1,0.0
1063,01-02,2020-01-02,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,4,0.0
1064,01-07,2020-01-07,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,2,0.0
1065,01-18,2020-01-18,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,2,0.0
1066,01-28,2020-01-28,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,2,0.0
1067,02-05,2020-02-05,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,1,0.0
1068,02-16,2020-02-16,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,2,0.0
1069,02-16,2020-02-16,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,2,1.0
1070,02-20,2020-02-20,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,3,0.0
1071,02-21,2020-02-21,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,2,1.0
1072,02-25,2020-02-25,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,1,0.0
1073,02-28,2020-02-28,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,6,3.0
1074,03-03,2020-03-03,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,7,6.0
1075,03-03,2020-03-03,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,3,2.0
1076,03-09,2020-03-09,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,1,0.0
1077,03-18,2020-03-18,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,2,1.0
1078,01-05,2020-01-05,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,8,0.0
1079,01-09,2020-01-09,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,13,0.0
1080,01-11,2020-01-11,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,3,0.0
1081,01-11,2020-01-11,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
1082,01-16,2020-01-16,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,3,0.0
1083,01-17,2020-01-17,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
1084,01-18,2020-01-18,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,2,0.0
1085,01-20,2020-01-20,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,3,0.0
1086,01-23,2020-01-23,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,3,0.0
1087,01-24,2020-01-24,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,4,1.0
1088,01-26,2020-01-26,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,1,0.0
1089,01-26,2020-01-26,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,1,0.0
1090,01-28,2020-01-28,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,3,0.0
1091,01-29,2020-01-29,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,2,1.0
1092,02-01,2020-02-01,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,1,1.0
1093,02-02,2020-02-02,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,2,0.0
1094,02-02,2020-02-02,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,5,0.0
1095,02-13,2020-02-13,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,2,1.0
1096,02-18,2020-02-18,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,1,0.0
1097,02-23,2020-02-23,0,Salter - Woburn Rehabilitation and Nursing Center - SNF,18 Frances St,Woburn,MA,0180,1,0.0
1098,03-02,2020-03-02,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,7,0.0
1099,03-06,2020-03-06,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,3,0.0
1100,03-09,2020-03-09,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,4,0.0
1101,03-10,2020-03-10,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,8,0.0
1102,03-15,2020-03-15,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
1103,03-17,2020-03-17,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,5,2.0
1104,03-18,2020-03-18,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,0.0
1105,03-22,2020-03-22,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,4,0.0
1106,03-22,2020-03-22,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,3,0.0
1107,01-02,2020-01-02,Norfolk,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,1,0.0
1108,01-04,2020-01-04,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,4,1.0
1109,01-05,2020-01-05,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,7,0.0
1110,01-06,2020-01-06,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,2,0.0
1111,01-08,2020-01-08,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,10,0.0
1112,01-10,2020-01-10,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,0.0
1113,01-11,2020-01-11,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,1.0
1114,01-13,2020-01-13,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,3,0.0
1115,01-17,2020-01-17,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,4,0.0
1116,01-18,2020-01-18,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,5,0.0
1117,01-25,2020-01-25,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,2,0.0
1118,02-01,2020-02-01,Middlesex,Lawrence Memorial Hospital of Medford,170 Governors Avenue,Medford,MA,02155,1,0.0
1119,02-05,2020-02-05,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,4,3.0
1120,02-18,2020-02-18,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,1.0
1121,02-20,2020-02-20,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,7,5.0
1122,03-04,2020-03-04,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,2,0.0
1123,03-05,2020-03-05,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,10,0.0
1124,03-11,2020-03-11,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,1,0.0
1125,03-19,2020-03-19,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,4,0.0
1126,03-21,2020-03-21,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,1,0.0
1127,03-23,2020-03-23,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,2,0.0
1128,03-25,2020-03-25,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,2,0.0
1129,03-26,2020-03-26,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,1,0.0
1130,01-10,2020-01-10,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,12,3.0
1131,01-10,2020-01-10,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,2,0.0
1132,01-18,2020-01-18,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,4,1.0
1133,01-20,2020-01-20,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,1,0.0
1134,02-01,2020-02-01,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,1,1.0
1135,02-01,2020-02-01,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,6,0.0
1136,02-05,2020-02-05,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,7,1.0
1137,02-05,2020-02-05,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,5,3.0
1138,02-06,2020-02-06,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,7,3.0
1139,02-09,2020-02-09,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,5,0.0
1140,02-25,2020-02-25,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,3,0.0
1141,03-04,2020-03-04,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,2,1.0
1142,03-04,2020-03-04,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,3,0.0
1143,03-04,2020-03-04,Middlesex,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,1,1.0
1144,03-08,2020-03-08,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,8,0.0
1145,03-10,2020-03-10,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,5,0.0
1146,01-07,2020-01-07,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,1,0.0
1147,01-16,2020-01-16,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,5,0.0
1148,01-25,2020-01-25,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,5,0.0
1149,01-27,2020-01-27,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,2,0.0
1150,01-28,2020-01-28,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,1,0.0
1151,01-31,2020-01-31,Hampden,Day Brook Village Senior Living,"298 Jarvis Ave,",Holyoke,MA,01040,1,1.0
1152,02-01,2020-02-01,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,4,2.0
1153,02-03,2020-02-03,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,1,0.0
1154,02-05,2020-02-05,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
1155,02-13,2020-02-13,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,12,0.0
1156,02-23,2020-02-23,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,5,0.0
1157,02-25,2020-02-25,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,2,0.0
1158,03-02,2020-03-02,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,5,0.0
1159,03-02,2020-03-02,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,3,2.0
1160,03-05,2020-03-05,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,2,1.0
1161,03-06,2020-03-06,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,2,0.0
1162,03-09,2020-03-09,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,1,0.0
1163,03-16,2020-03-16,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,3,0.0
1164,03-16,2020-03-16,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,1,1.0
1165,03-20,2020-03-20,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,1,0.0
1166,03-23,2020-03-23,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,1,0.0
1167,03-27,2020-03-27,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,3,0.0
1168,01-01,2020-01-01,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,8,3.0
1169,01-02,2020-01-02,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,4,0.0
1170,01-13,2020-01-13,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
1171,01-15,2020-01-15,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,11,2.0
1172,01-16,2020-01-16,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,3,1.0
1173,01-26,2020-01-26,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,1,0.0
1174,01-27,2020-01-27,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,1,0.0
1175,01-30,2020-01-30,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,12,0.0
1176,02-04,2020-02-04,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,0.0
1177,02-09,2020-02-09,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,3,0.0
1178,02-10,2020-02-10,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,5,4.0
1179,03-04,2020-03-04,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,12,0.0
1180,03-05,2020-03-05,Plymouth,Harbor House Nursing & Rehab Center - SNF,11 Condito Rd,Hingham,MA,02043,1,0.0
1181,03-07,2020-03-07,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,3,0.0
1182,03-09,2020-03-09,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,1,0.0
1183,03-11,2020-03-11,Norfolk,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,1,1.0
1184,03-18,2020-03-18,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,2,0.0
1185,03-21,2020-03-21,Middlesex,Apple Valley Center,400 Groton Road,Ayer,MA,01432,1,0.0
1186,03-29,2020-03-29,Dukes,Martha's Vineyard Hospital,1 Hospital Rd,Oak Bluffs,MA,02557,1,1.0
1187,01-02,2020-01-02,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,1,1.0
1188,01-03,2020-01-03,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,2,0.0
1189,01-15,2020-01-15,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,5,4.0
1190,01-16,2020-01-16,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,5,0.0
1191,01-21,2020-01-21,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,1,0.0
1192,01-22,2020-01-22,Franklin,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,1,1.0
1193,01-27,2020-01-27,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,3,0.0
1194,02-04,2020-02-04,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,2,0.0
1195,02-16,2020-02-16,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,5,2.0
1196,02-28,2020-02-28,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,4,1.0
1197,03-02,2020-03-02,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
1198,03-05,2020-03-05,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,3,0.0
1199,03-08,2020-03-08,Essex,Cedar View Rehabilitation & Healthcare Center,480 Jackson St,Methuen,MA,01844,1,0.0
1200,03-13,2020-03-13,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,3,1.0
1201,03-18,2020-03-18,Worcester,UMass Memorial ED,119 Belmont St,Worcester,MA,01605,2,1.0
1202,03-21,2020-03-21,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,1,0.0
1203,01-01,2020-01-01,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,5,4.0
1204,01-01,2020-01-01,Plymouth,NHA - Sachem Center for Health & Rehab - SNF,66 Central St,East Bridgewater,MA,02333,1,0.0
1205,01-01,2020-01-01,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,4,0.0
1206,01-02,2020-01-02,Norfolk,Next Step - Walpole HealthCare - SNF,160 Main St.,Walpole,MA,02081,1,0.0
1207,01-06,2020-01-06,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,2,0.0
1208,01-06,2020-01-06,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,1,0.0
1209,01-07,2020-01-07,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,6,0.0
1210,01-08,2020-01-08,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,1,0.0
1211,01-19,2020-01-19,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,4,0.0
1212,01-19,2020-01-19,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,6,2.0
1213,01-20,2020-01-20,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,7,0.0
1214,01-27,2020-01-27,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,9,4.0
1215,01-27,2020-01-27,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,8,0.0
1216,02-06,2020-02-06,Norfolk,Steward Satellite Emergency Facility - Quincy (Carney Hospital),114 Whitwell St.,Quincy,MA,02169,3,0.0
1217,02-07,2020-02-07,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,2,1.0
1218,02-13,2020-02-13,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
1219,02-25,2020-02-25,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
1220,03-02,2020-03-02,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,1,0.0
1221,03-09,2020-03-09,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,2,0.0
1222,03-14,2020-03-14,Hampden,Life Care Center of Wilbraham - SNF,2399 Boston Rd,Wilbraham,MA,01095,1,0.0
1223,03-14,2020-03-14,Worcester,Life Care Center - The Highlands - SNF,335 Nichols St,Fitchburg,MA,01420,1,0.0
1224,03-17,2020-03-17,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,3,0.0
1225,03-19,2020-03-19,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,6,4.0
1226,03-19,2020-03-19,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
1227,03-27,2020-03-27,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,1,1.0
1228,01-08,2020-01-08,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,4,0.0
1229,01-14,2020-01-14,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,5,0.0
1230,01-14,2020-01-14,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,8,0.0
1231,01-16,2020-01-16,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
1232,01-16,2020-01-16,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,6,1.0
1233,01-19,2020-01-19,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,5,0.0
1234,01-24,2020-01-24,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,4,1.0
1235,01-24,2020-01-24,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,14,3.0
1236,02-03,2020-02-03,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,6,5.0
1237,02-06,2020-02-06,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,5,0.0
1238,02-06,2020-02-06,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,7,0.0
1239,02-09,2020-02-09,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,8,4.0
1240,02-13,2020-02-13,Suffolk,Northend Rehabilitation and Healthcare Center,70 Fulton St,Boston,MA,02109,1,0.0
1241,02-18,2020-02-18,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,5,0.0
1242,03-01,2020-03-01,Bristol,Hathaway Manor Extended Care,863 Hathaway Rd.,New Bedford,MA,02740,1,1.0
1243,03-02,2020-03-02,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,9,5.0
1244,03-03,2020-03-03,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,4,0.0
1245,03-07,2020-03-07,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,7,3.0
1246,03-08,2020-03-08,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,3,0.0
1247,03-10,2020-03-10,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,19,8.0
1248,03-11,2020-03-11,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,2,0.0
1249,03-15,2020-03-15,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,2,1.0
1250,03-17,2020-03-17,Middlesex,Lowell General Hospital,295 Varnum Avenue,Lowell,MA,01854,1,0.0
1251,03-19,2020-03-19,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,1,0.0
1252,03-21,2020-03-21,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,1,0.0
1253,03-29,2020-03-29,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,1,0.0
1254,01-02,2020-01-02,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,2,0.0
1255,01-04,2020-01-04,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,4,0.0
1256,01-07,2020-01-07,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,5,0.0
1257,01-11,2020-01-11,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,4,2.0
1258,01-18,2020-01-18,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,1,0.0
1259,01-19,2020-01-19,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,1,1.0
1260,01-29,2020-01-29,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,6,0.0
1261,01-30,2020-01-30,0,Next Step - South Dennis HealthCare - SNF,1 Love Ln,South Dennis,MA,02660`,1,0.0
1262,02-03,2020-02-03,Suffolk,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,1,1.0
1263,02-05,2020-02-05,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,4,0.0
1264,02-10,2020-02-10,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,1,0.0
