,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,facility_county,yyyy_mm_dd,mm_dd,mem_cnt
961,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,Essex,2020-02-04,02-04,1
962,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,Essex,2020-01-02,01-02,1
963,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,Essex,2020-01-30,01-30,1
964,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,Essex,2020-03-12,03-12,1
965,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-11,01-11,14
966,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-13,01-13,9
967,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-25,02-25,12
968,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-30,01-30,8
969,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-12,03-12,6
970,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-13,03-13,15
971,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-16,01-16,11
972,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-15,03-15,10
973,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-10,03-10,8
974,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-04,03-04,12
975,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-06,02-06,12
976,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-02,02-02,9
977,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-23,01-23,7
978,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-11,02-11,11
979,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-25,01-25,8
980,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-22,01-22,8
981,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-07,02-07,19
982,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-10,02-10,5
983,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-01,01-01,8
984,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-07,03-07,11
985,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-18,01-18,7
986,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-14,03-14,11
987,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-15,01-15,12
988,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-09,02-09,12
989,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-10,01-10,9
990,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-04,02-04,12
991,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-09,01-09,10
992,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-27,01-27,4
993,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-28,01-28,8
994,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-01,03-01,9
995,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-20,02-20,9
996,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-28,02-28,14
997,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-13,02-13,12
998,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-16,03-16,3
999,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-21,01-21,4
1000,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-20,01-20,2
1001,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-08,01-08,10
1002,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-03,03-03,8
1003,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-29,01-29,13
1004,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-05,01-05,8
1005,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-06,01-06,9
1006,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-01,02-01,11
1007,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-31,01-31,8
1008,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-17,01-17,5
1009,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-16,02-16,8
1010,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-21,02-21,5
1011,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-05,03-05,11
1012,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-05,02-05,17
1013,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-03,01-03,8
1014,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-11,03-11,5
1015,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-08,03-08,7
1016,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-02,01-02,8
1017,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-17,03-17,4
1018,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-02,03-02,7
1019,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-09,03-09,7
1020,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-14,01-14,5
1021,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-04,01-04,8
1022,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-18,02-18,4
1023,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-07,01-07,7
1024,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-19,01-19,5
1025,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-24,01-24,5
1026,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-01-26,01-26,7
1027,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-03-06,03-06,5
1028,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-23,02-23,9
1029,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,,2020-02-03,02-03,2
1030,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-06,02-06,8
1031,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-30,01-30,5
1032,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-03,03-03,4
1033,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-05,03-05,3
1034,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-28,02-28,7
1035,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-18,01-18,4
1036,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-17,01-17,2
1037,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-04,03-04,5
1038,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-24,01-24,5
1039,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-25,02-25,5
1040,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-22,03-22,3
1041,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-09,01-09,2
1042,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-28,01-28,2
1043,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-31,01-31,1
1044,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-04,01-04,2
1045,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-26,01-26,2
1046,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-13,01-13,4
1047,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-14,01-14,2
1048,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-21,02-21,4
1049,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-19,01-19,2
1050,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-01,01-01,1
1051,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-21,03-21,3
1052,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-23,02-23,2
1053,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-20,03-20,3
1054,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-02,02-02,2
1055,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-11,02-11,4
1056,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-27,01-27,2
1057,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-07,03-07,3
1058,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-24,03-24,2
1059,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-23,01-23,4
1060,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-15,01-15,2
1061,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-18,02-18,1
1062,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-02,03-02,3
1063,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-16,02-16,3
1064,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-06,03-06,2
1065,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-13,03-13,5
1066,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-07,02-07,5
1067,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-14,03-14,4
1068,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-21,01-21,2
1069,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-18,03-18,3
1070,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-19,03-19,4
1071,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-08,01-08,4
1072,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-10,03-10,6
1073,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-11,01-11,2
1074,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-01,02-01,1
1075,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-06,01-06,1
1076,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-13,02-13,1
1077,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-22,01-22,1
1078,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-15,03-15,4
1079,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-16,03-16,3
1080,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-29,01-29,1
1081,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-25,01-25,2
1082,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-12,03-12,3
1083,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-01,03-01,3
1084,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-17,03-17,3
1085,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-07,01-07,4
1086,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-02,01-02,1
1087,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-08,03-08,1
1088,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-01-05,01-05,1
1089,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-20,02-20,1
1090,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-03-11,03-11,1
1091,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-09,02-09,1
1092,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,Middlesex,2020-02-03,02-03,2
1093,Athena Healthcare - Worcester Rehabilitation & Health Care Center - SNF,119 Providence St,Worcester,MA,01604,Worcester,2020-02-25,02-25,1
1094,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-01,02-01,4
1095,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-06,02-06,1
1096,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-02,01-02,3
1097,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-28,01-28,3
1098,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-16,01-16,1
1099,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-24,01-24,2
1100,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-21,01-21,4
1101,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-22,01-22,4
1102,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-20,03-20,3
1103,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-21,03-21,1
1104,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-10,02-10,3
1105,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-19,03-19,3
1106,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-03,03-03,1
1107,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-08,01-08,2
1108,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-18,02-18,2
1109,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-28,02-28,1
1110,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-10,01-10,1
1111,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-11,02-11,3
1112,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-17,03-17,1
1113,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-12,03-12,2
1114,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-13,03-13,1
1115,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-15,01-15,2
1116,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-07,01-07,2
1117,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-04,01-04,6
1118,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-17,01-17,3
1119,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-04,03-04,1
1120,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-01,01-01,1
1121,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-03,01-03,2
1122,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-20,01-20,2
1123,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-13,01-13,3
1124,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-18,01-18,1
1125,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-05,01-05,1
1126,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-05,02-05,2
1127,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-09,01-09,2
1128,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-02,03-02,1
1129,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-02,02-02,2
1130,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-03,02-03,3
1131,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-05,03-05,1
1132,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-25,02-25,2
1133,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-31,01-31,2
1134,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-21,02-21,2
1135,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-14,03-14,2
1136,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-14,01-14,1
1137,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-18,03-18,1
1138,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-11,03-11,2
1139,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-15,03-15,1
1140,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-04,02-04,2
1141,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-08,03-08,1
1142,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-23,01-23,1
1143,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-25,01-25,1
1144,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-01-30,01-30,1
1145,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-02-13,02-13,2
1146,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-06,03-06,1
1147,Harrington Hospital,100 South Street,Southbridge,MA,1550,,2020-03-23,03-23,1
1148,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-13,03-13,7
1149,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-14,01-14,5
1150,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-05,01-05,3
1151,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-02-21,02-21,5
1152,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-15,01-15,6
1153,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-02,01-02,6
1154,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-02-20,02-20,5
1155,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-15,03-15,5
1156,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-24,03-24,2
1157,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-06,01-06,3
1158,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-02,03-02,4
1159,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-16,03-16,4
1160,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-29,01-29,5
1161,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-14,03-14,5
1162,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-02-18,02-18,5
1163,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-01,01-01,6
1164,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-04,03-04,2
1165,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-01,03-01,3
1166,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-10,01-10,2
1167,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-17,03-17,8
1168,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-31,01-31,5
1169,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-02-07,02-07,6
1170,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-24,01-24,4
1171,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-03-12,03-12,4
1172,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-17,01-17,1
1173,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-01-23,01-23,5
1174,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,Essex,2020-02-16,02-16,6
